pname	PID	interID	NumberID
Toll-like receptor signaling pathway(Kegg)	720778	720780	720661
Toll-like receptor signaling pathway(Kegg)	720778	720780	720679
Fc epsilon RI signaling pathway(Kegg)	721909	721912	721848
Fc epsilon RI signaling pathway(Kegg)	721909	721912	721846
Fc epsilon RI signaling pathway(Kegg)	721909	721912	721846
Pathways in cancer(Kegg)	726231	726372	726004
Pathways in cancer(Kegg)	726231	726372	725992
Pathways in cancer(Kegg)	726231	726372	725992
Regulation of actin cytoskeleton(Kegg)	723339	723374	723066
Regulation of actin cytoskeleton(Kegg)	723339	723374	723059
Regulation of actin cytoskeleton(Kegg)	723339	723374	723059
Cytokine-cytokine receptor interaction(Kegg)	715796	715850	715701
Cytokine-cytokine receptor interaction(Kegg)	715796	715850	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715850	715795
Fc epsilon RI signaling pathway(Kegg)	721909	721919	721847
Fc epsilon RI signaling pathway(Kegg)	721909	721919	721849
Fc epsilon RI signaling pathway(Kegg)	721909	721919	721849
Axon guidance(Kegg)	718676	718696	718543
Axon guidance(Kegg)	718676	718696	718555
Axon guidance(Kegg)	718676	718696	718555
Adherens junction(Kegg)	719802	719860	719698
Adherens junction(Kegg)	719802	719860	719786
Toll-like receptor signaling pathway(Kegg)	720778	720801	720648
Toll-like receptor signaling pathway(Kegg)	720778	720801	720662
Toll-like receptor signaling pathway(Kegg)	720778	720801	720662
MAPK signaling pathway(Kegg)	714843	714980	714816
MAPK signaling pathway(Kegg)	714843	714980	714806
MAPK signaling pathway(Kegg)	714843	714980	714806
Maturity onset diabetes of the young(Kegg)	724418	724435	724400
Maturity onset diabetes of the young(Kegg)	724418	724435	724406
Long-term potentiation(Kegg)	722318	722336	722237
Long-term potentiation(Kegg)	722318	722336	722296
Long-term potentiation(Kegg)	722318	722336	722296
Cytokine-cytokine receptor interaction(Kegg)	715796	715818	715740
Cytokine-cytokine receptor interaction(Kegg)	715796	715818	715716
Cytokine-cytokine receptor interaction(Kegg)	715796	715818	715716
Gap junction(Kegg)	720264	720269	720209
Gap junction(Kegg)	720264	720269	720149
Cell adhesion molecules (CAMs)(Kegg)	719574	719594	719536
Cell adhesion molecules (CAMs)(Kegg)	719574	719594	719535
Cell adhesion molecules (CAMs)(Kegg)	719574	719594	719535
Glioma(Kegg)	727082	727096	727078
Glioma(Kegg)	727082	727096	727008
Glioma(Kegg)	727082	727096	727008
Regulation of actin cytoskeleton(Kegg)	723339	723344	723336
Regulation of actin cytoskeleton(Kegg)	723339	723344	723287
Regulation of actin cytoskeleton(Kegg)	723339	723344	723287
Toll-like receptor signaling pathway(Kegg)	720778	720822	720777
Toll-like receptor signaling pathway(Kegg)	720778	720822	720714
Toll-like receptor signaling pathway(Kegg)	720778	720822	720714
Axon guidance(Kegg)	718676	718720	718597
Axon guidance(Kegg)	718676	718720	718610
Axon guidance(Kegg)	718676	718720	718610
Cell cycle(Kegg)	716869	716889	716868
Cell cycle(Kegg)	716869	716889	716868
Cell cycle(Kegg)	716869	716889	716868
Cytokine-cytokine receptor interaction(Kegg)	715796	715965	715551
Cytokine-cytokine receptor interaction(Kegg)	715796	715965	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715965	715795
ErbB signaling pathway(Kegg)	715148	715170	715099
ErbB signaling pathway(Kegg)	715148	715170	715147
ErbB signaling pathway(Kegg)	715148	715170	715147
Circadian rhythm(Kegg)	722186	722193	722185
Circadian rhythm(Kegg)	722186	722193	722183
Tight junction(Kegg)	720057	720068	719938
Tight junction(Kegg)	720057	720068	720044
Cytokine-cytokine receptor interaction(Kegg)	715796	715813	715753
Cytokine-cytokine receptor interaction(Kegg)	715796	715813	715745
Cytokine-cytokine receptor interaction(Kegg)	715796	715813	715745
ECM-receptor interaction(Kegg)	719346	719353	719340
ECM-receptor interaction(Kegg)	719346	719353	719345
ECM-receptor interaction(Kegg)	719346	719353	719345
p53 signaling pathway(Kegg)	717031	717069	717002
p53 signaling pathway(Kegg)	717031	717069	716977
Long-term potentiation(Kegg)	722318	722346	722219
Long-term potentiation(Kegg)	722318	722346	722277
Long-term potentiation(Kegg)	722318	722346	722277
Calcium signaling pathway(Kegg)	715499	715507	715290
Calcium signaling pathway(Kegg)	715499	715507	715438
Adherens junction(Kegg)	719802	719849	719705
Adherens junction(Kegg)	719802	719849	719787
T cell receptor signaling pathway(Kegg)	721594	721624	721487
T cell receptor signaling pathway(Kegg)	721594	721624	721476
T cell receptor signaling pathway(Kegg)	721594	721624	721476
Vibrio cholerae infection(Kegg)	725522	725537	725471
Vibrio cholerae infection(Kegg)	725522	725537	725512
Vibrio cholerae infection(Kegg)	725522	725537	725512
Apoptosis(Kegg)	717652	717706	717557
Apoptosis(Kegg)	717652	717706	717561
Tight junction(Kegg)	720057	720107	719944
Tight junction(Kegg)	720057	720107	720044
Pancreatic cancer(Kegg)	726832	726834	726801
Pancreatic cancer(Kegg)	726832	726834	726827
Amyotrophic lateral sclerosis (ALS)(Kegg)	725313	725314	725312
Amyotrophic lateral sclerosis (ALS)(Kegg)	725313	725314	725298
ErbB signaling pathway(Kegg)	715148	715202	715018
ErbB signaling pathway(Kegg)	715148	715202	715117
ErbB signaling pathway(Kegg)	715148	715202	715117
Prostate cancer(Kegg)	727295	727306	727250
Prostate cancer(Kegg)	727295	727306	727268
Prostate cancer(Kegg)	727295	727306	727268
Prostate cancer(Kegg)	727295	727301	727255
Prostate cancer(Kegg)	727295	727301	727254
Prostate cancer(Kegg)	727295	727301	727254
MAPK signaling pathway(Kegg)	714843	714914	714766
MAPK signaling pathway(Kegg)	714843	714914	714824
MAPK signaling pathway(Kegg)	714843	714914	714824
MAPK signaling pathway(Kegg)	714843	714879	714778
MAPK signaling pathway(Kegg)	714843	714879	714826
Natural killer cell mediated cytotoxicity(Kegg)	721338	721374	721201
Natural killer cell mediated cytotoxicity(Kegg)	721338	721374	721195
Natural killer cell mediated cytotoxicity(Kegg)	721338	721374	721195
GnRH signaling pathway(Kegg)	723852	723874	723706
GnRH signaling pathway(Kegg)	723852	723874	723841
Adherens junction(Kegg)	719802	719866	719791
Adherens junction(Kegg)	719802	719866	719766
Long-term potentiation(Kegg)	722318	722350	722301
Long-term potentiation(Kegg)	722318	722350	722269
Cell cycle(Kegg)	716869	716877	716810
Cell cycle(Kegg)	716869	716877	716737
Cell cycle(Kegg)	716869	716877	716737
Wnt signaling pathway(Kegg)	718054	718055	718036
Wnt signaling pathway(Kegg)	718054	718055	718053
Wnt signaling pathway(Kegg)	718054	718055	718053
Long-term depression(Kegg)	722473	722482	722362
Long-term depression(Kegg)	722473	722482	722418
Cytokine-cytokine receptor interaction(Kegg)	715796	715935	715581
Cytokine-cytokine receptor interaction(Kegg)	715796	715935	715567
Cytokine-cytokine receptor interaction(Kegg)	715796	715935	715567
Insulin signaling pathway(Kegg)	723622	723642	723573
Insulin signaling pathway(Kegg)	723622	723642	723508
Insulin signaling pathway(Kegg)	723622	723642	723508
Pathways in cancer(Kegg)	726231	726429	725881
Pathways in cancer(Kegg)	726231	726429	725859
Pathways in cancer(Kegg)	726231	726429	725859
MAPK signaling pathway(Kegg)	714843	714906	714538
MAPK signaling pathway(Kegg)	714843	714906	714520
MAPK signaling pathway(Kegg)	714843	714906	714520
VEGF signaling pathway(Kegg)	718855	718872	718752
VEGF signaling pathway(Kegg)	718855	718872	718830
VEGF signaling pathway(Kegg)	718855	718872	718830
MAPK signaling pathway(Kegg)	714843	714901	714542
MAPK signaling pathway(Kegg)	714843	714901	714540
MAPK signaling pathway(Kegg)	714843	714901	714540
Antigen processing and presentation(Kegg)	720598	720613	720543
Antigen processing and presentation(Kegg)	720598	720613	720526
Antigen processing and presentation(Kegg)	720598	720613	720526
Pathways in cancer(Kegg)	726231	726244	725887
Pathways in cancer(Kegg)	726231	726244	725865
Pathways in cancer(Kegg)	726231	726244	725865
Pathways in cancer(Kegg)	726231	726276	726139
Pathways in cancer(Kegg)	726231	726276	726140
Pathways in cancer(Kegg)	726231	726276	726140
PPAR signaling pathway(Kegg)	714130	714171	714129
PPAR signaling pathway(Kegg)	714130	714171	714121
Acute myeloid leukemia(Kegg)	727926	727939	727877
Acute myeloid leukemia(Kegg)	727926	727939	727925
Acute myeloid leukemia(Kegg)	727926	727939	727925
Regulation of actin cytoskeleton(Kegg)	723339	723369	723072
Regulation of actin cytoskeleton(Kegg)	723339	723369	723077
Regulation of actin cytoskeleton(Kegg)	723339	723369	723077
VEGF signaling pathway(Kegg)	718855	718884	718798
VEGF signaling pathway(Kegg)	718855	718884	718847
VEGF signaling pathway(Kegg)	718855	718884	718847
Pathways in cancer(Kegg)	726231	726252	725864
Pathways in cancer(Kegg)	726231	726252	725915
Pathways in cancer(Kegg)	726231	726252	725915
Tight junction(Kegg)	720057	720097	719938
Tight junction(Kegg)	720057	720097	720022
Small cell lung cancer(Kegg)	728087	728103	728081
Small cell lung cancer(Kegg)	728087	728103	728053
MAPK signaling pathway(Kegg)	714843	714845	714666
MAPK signaling pathway(Kegg)	714843	714845	714602
MAPK signaling pathway(Kegg)	714843	714845	714602
Axon guidance(Kegg)	718676	718743	718542
Axon guidance(Kegg)	718676	718743	718508
Non-small cell lung cancer(Kegg)	728206	728232	728203
Non-small cell lung cancer(Kegg)	728206	728232	728198
Non-small cell lung cancer(Kegg)	728206	728232	728198
TGF-beta signaling pathway(Kegg)	718452	718493	718414
TGF-beta signaling pathway(Kegg)	718452	718493	718387
TGF-beta signaling pathway(Kegg)	718452	718493	718387
MAPK signaling pathway(Kegg)	714843	714952	714694
MAPK signaling pathway(Kegg)	714843	714952	714672
MAPK signaling pathway(Kegg)	714843	714952	714672
Glioma(Kegg)	727082	727093	726997
Glioma(Kegg)	727082	727093	727003
Glioma(Kegg)	727082	727093	727003
Wnt signaling pathway(Kegg)	718054	718070	718023
Wnt signaling pathway(Kegg)	718054	718070	718053
Fc epsilon RI signaling pathway(Kegg)	721909	721925	721899
Fc epsilon RI signaling pathway(Kegg)	721909	721925	721821
Fc epsilon RI signaling pathway(Kegg)	721909	721925	721821
Adherens junction(Kegg)	719802	719829	719776
Adherens junction(Kegg)	719802	719829	719777
Axon guidance(Kegg)	718676	718735	718555
Axon guidance(Kegg)	718676	718735	718615
Axon guidance(Kegg)	718676	718735	718615
Cytokine-cytokine receptor interaction(Kegg)	715796	715940	715579
Cytokine-cytokine receptor interaction(Kegg)	715796	715940	715564
Cytokine-cytokine receptor interaction(Kegg)	715796	715940	715564
Cytokine-cytokine receptor interaction(Kegg)	715796	715861	715678
Cytokine-cytokine receptor interaction(Kegg)	715796	715861	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715861	715795
Pathways in cancer(Kegg)	726231	726327	725913
Pathways in cancer(Kegg)	726231	726327	726180
Cell adhesion molecules (CAMs)(Kegg)	719574	719577	719535
Cell adhesion molecules (CAMs)(Kegg)	719574	719577	719571
Cell adhesion molecules (CAMs)(Kegg)	719574	719577	719571
Non-small cell lung cancer(Kegg)	728206	728223	728171
Non-small cell lung cancer(Kegg)	728206	728223	728189
Non-small cell lung cancer(Kegg)	728206	728223	728189
Gap junction(Kegg)	720264	720291	720258
Gap junction(Kegg)	720264	720291	720242
Gap junction(Kegg)	720264	720291	720242
Cytokine-cytokine receptor interaction(Kegg)	715796	715897	715618
Cytokine-cytokine receptor interaction(Kegg)	715796	715897	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715897	715795
Systemic lupus erythematosus(Kegg)	728554	728555	728415
Systemic lupus erythematosus(Kegg)	728554	728555	728416
Systemic lupus erythematosus(Kegg)	728554	728555	728416
mTOR signaling pathway(Kegg)	717496	717525	717495
mTOR signaling pathway(Kegg)	717496	717525	717471
Focal adhesion(Kegg)	719157	719242	719061
Focal adhesion(Kegg)	719157	719242	719070
Adherens junction(Kegg)	719802	719817	719747
Adherens junction(Kegg)	719802	719817	719787
Adherens junction(Kegg)	719802	719817	719787
Adherens junction(Kegg)	719802	719824	719785
Adherens junction(Kegg)	719802	719824	719786
Huntington's disease(Kegg)	725241	725249	725150
Huntington's disease(Kegg)	725241	725249	725157
Huntington's disease(Kegg)	725241	725249	725157
Pathways in cancer(Kegg)	726231	726433	725937
Pathways in cancer(Kegg)	726231	726433	726187
Pathways in cancer(Kegg)	726231	726433	726187
Melanogenesis(Kegg)	724035	724050	723899
Melanogenesis(Kegg)	724035	724050	723896
Adherens junction(Kegg)	719802	719822	719797
Adherens junction(Kegg)	719802	719822	719797
Pancreatic cancer(Kegg)	726832	726866	726773
Pancreatic cancer(Kegg)	726832	726866	726797
Cell adhesion molecules (CAMs)(Kegg)	719574	719690	719435
Cell adhesion molecules (CAMs)(Kegg)	719574	719690	719435
Parkinson's disease(Kegg)	725284	725288	725267
Parkinson's disease(Kegg)	725284	725288	725269
Parkinson's disease(Kegg)	725284	725288	725269
Gap junction(Kegg)	720264	720278	720136
Gap junction(Kegg)	720264	720278	720223
Gap junction(Kegg)	720264	720278	720223
Cell adhesion molecules (CAMs)(Kegg)	719574	719636	719499
Cell adhesion molecules (CAMs)(Kegg)	719574	719636	719499
Prostate cancer(Kegg)	727295	727298	727248
Prostate cancer(Kegg)	727295	727298	727217
Prostate cancer(Kegg)	727295	727298	727217
T cell receptor signaling pathway(Kegg)	721594	721634	721476
T cell receptor signaling pathway(Kegg)	721594	721634	721493
T cell receptor signaling pathway(Kegg)	721594	721634	721493
MAPK signaling pathway(Kegg)	714843	714963	714824
MAPK signaling pathway(Kegg)	714843	714963	714534
MAPK signaling pathway(Kegg)	714843	714963	714534
Cell cycle(Kegg)	716869	716873	716840
Cell cycle(Kegg)	716869	716873	716865
Cell cycle(Kegg)	716869	716873	716865
TGF-beta signaling pathway(Kegg)	718452	718485	718372
TGF-beta signaling pathway(Kegg)	718452	718485	718335
Pancreatic cancer(Kegg)	726832	726856	726812
Pancreatic cancer(Kegg)	726832	726856	726831
Pancreatic cancer(Kegg)	726832	726856	726831
Wnt signaling pathway(Kegg)	718054	718086	717984
Wnt signaling pathway(Kegg)	718054	718086	718017
Cytokine-cytokine receptor interaction(Kegg)	715796	715971	715546
Cytokine-cytokine receptor interaction(Kegg)	715796	715971	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715971	715795
Cell adhesion molecules (CAMs)(Kegg)	719574	719610	719464
Cell adhesion molecules (CAMs)(Kegg)	719574	719610	719459
Cell adhesion molecules (CAMs)(Kegg)	719574	719610	719459
Pancreatic cancer(Kegg)	726832	726841	726745
Pancreatic cancer(Kegg)	726832	726841	726754
Pancreatic cancer(Kegg)	726832	726841	726754
Cytokine-cytokine receptor interaction(Kegg)	715796	715960	715554
Cytokine-cytokine receptor interaction(Kegg)	715796	715960	715795
Cytokine-cytokine receptor interaction(Kegg)	715796	715960	715795
Focal adhesion(Kegg)	719157	719238	718988
Focal adhesion(Kegg)	719157	719238	719154
T cell receptor signaling pathway(Kegg)	721594	721613	721566
T cell receptor signaling pathway(Kegg)	721594	721613	721567
Cell cycle(Kegg)	716869	716934	716868
Cell cycle(Kegg)	716869	716934	716868
Natural killer cell mediated cytotoxicity(Kegg)	721338	721410	721168
Natural killer cell mediated cytotoxicity(Kegg)	721338	721410	721203
Natural killer cell mediated cytotoxicity(Kegg)	721338	721410	721203
Type II diabetes mellitus(Kegg)	724288	724292	724236
Type II diabetes mellitus(Kegg)	724288	724292	724264
Type II diabetes mellitus(Kegg)	724288	724292	724264
mTOR signaling pathway(Kegg)	717496	717519	717411
mTOR signaling pathway(Kegg)	717496	717519	717462
mTOR signaling pathway(Kegg)	717496	717519	717462
Non-small cell lung cancer(Kegg)	728206	728225	728178
Non-small cell lung cancer(Kegg)	728206	728225	728162
Non-small cell lung cancer(Kegg)	728206	728225	728162
Cell adhesion molecules (CAMs)(Kegg)	719574	719657	719490
Cell adhesion molecules (CAMs)(Kegg)	719574	719657	719492
Renal cell carcinoma(Kegg)	726689	726690	726606
Renal cell carcinoma(Kegg)	726689	726690	726619
Natural killer cell mediated cytotoxicity(Kegg)	721338	721369	721203
Natural killer cell mediated cytotoxicity(Kegg)	721338	721369	721196
Natural killer cell mediated cytotoxicity(Kegg)	721338	721369	721196
Melanoma(Kegg)	727580	727598	727488
Melanoma(Kegg)	727580	727598	727535
Renal cell carcinoma(Kegg)	726689	726698	726619
Renal cell carcinoma(Kegg)	726689	726698	726623
Insulin signaling pathway(Kegg)	723622	723624	723602
Insulin signaling pathway(Kegg)	723622	723624	723609
Leukocyte transendothelial migration(Kegg)	722103	722109	721986
Leukocyte transendothelial migration(Kegg)	722103	722109	721995
Notch signaling pathway(Kegg)	718204	718215	718191
Notch signaling pathway(Kegg)	718204	718215	718186
ErbB signaling pathway(Kegg)	715148	715213	715055
ErbB signaling pathway(Kegg)	715148	715213	715067
ErbB signaling pathway(Kegg)	715148	715213	715067
Leukocyte transendothelial migration(Kegg)	722103	722136	721976
Leukocyte transendothelial migration(Kegg)	722103	722136	721980
Leukocyte transendothelial migration(Kegg)	722103	722136	721980
Pathways in cancer(Kegg)	726231	726293	725853
Pathways in cancer(Kegg)	726231	726293	725909
Pathways in cancer(Kegg)	726231	726293	725909
Wnt signaling pathway(Kegg)	718054	718122	717941
Wnt signaling pathway(Kegg)	718054	718122	717920
Wnt signaling pathway(Kegg)	718054	718060	717949
Wnt signaling pathway(Kegg)	718054	718060	717941
Wnt signaling pathway(Kegg)	718054	718060	717941
Melanoma(Kegg)	727580	727590	727579
Melanoma(Kegg)	727580	727590	727543
Melanoma(Kegg)	727580	727590	727543
Natural killer cell mediated cytotoxicity(Kegg)	721338	721395	721226
Natural killer cell mediated cytotoxicity(Kegg)	721338	721395	721179
Natural killer cell mediated cytotoxicity(Kegg)	721338	721395	721179
MAPK signaling pathway(Kegg)	714843	714851	714563
